"adj.P.Val_LWT_MCD.LWT_CTRL";"adj.P.Val_LKO_MCD.LKO_CTRL";"adj.P.Val_LKO_MCD.LWT_MCD";"adj.P.Val_LKO_CTRL.LWT_CTRL";"adj.P.Val_.LWT_MCD.LWT_CTRL...LKO_MCD.LKO_CTRL."
"19006";"20812";"";"";""
"19007";"20813";"";"";""
"19010";"20816";"";"";""
"19012";"20824";"";"";""
"19013";"20825";"";"";""
"19015";"20827";"";"";""
"19016";"20830";"";"";""
"19017";"20832";"";"";""
"19020";"20834";"";"";""
"19022";"20840";"";"";""
"19024";"20844";"";"";""
"19027";"20845";"";"";""
"19029";"20850";"";"";""
"19030";"20851";"";"";""
"19031";"20853";"";"";""
"19032";"20854";"";"";""
"19034";"20855";"";"";""
"19035";"20856";"";"";""
"19038";"20858";"";"";""
"19039";"20859";"";"";""
"19044";"20860";"";"";""
"19045";"20861";"";"";""
"19049";"20862";"";"";""
"19050";"20864";"";"";""
"19051";"20865";"";"";""
"19052";"20868";"";"";""
"19053";"20875";"";"";""
"19054";"20876";"";"";""
"19056";"20878";"";"";""
"19057";"20879";"";"";""
"19058";"20880";"";"";""
"19062";"20881";"";"";""
"19063";"20882";"";"";""
"19065";"20883";"";"";""
"19067";"20885";"";"";""
"19068";"20887";"";"";""
"19070";"20888";"";"";""
"19076";"20890";"";"";""
"19079";"20894";"";"";""
"19080";"20895";"";"";""
"19082";"20896";"";"";""
"19084";"20898";"";"";""
"19086";"20900";"";"";""
"19091";"20901";"";"";""
"19094";"20903";"";"";""
"19095";"20913";"";"";""
"19096";"20916";"";"";""
"19098";"20917";"";"";""
"19099";"20920";"";"";""
"19100";"20921";"";"";""
"19103";"20922";"";"";""
"19104";"20923";"";"";""
"19106";"20925";"";"";""
"19108";"20927";"";"";""
"19109";"20930";"";"";""
"19110";"20931";"";"";""
"19112";"20936";"";"";""
"19113";"20940";"";"";""
"19114";"20943";"";"";""
"19116";"20947";"";"";""
"19122";"20948";"";"";""
"19123";"20950";"";"";""
"19128";"20952";"";"";""
"19129";"20954";"";"";""
"19132";"20961";"";"";""
"19135";"20963";"";"";""
"19137";"20964";"";"";""
"19140";"20967";"";"";""
"19141";"20975";"";"";""
"19143";"20976";"";"";""
"19144";"20980";"";"";""
"19145";"20981";"";"";""
"19147";"20982";"";"";""
"19153";"20983";"";"";""
"19154";"20984";"";"";""
"19157";"20985";"";"";""
"19158";"20986";"";"";""
"19160";"20987";"";"";""
"19168";"20989";"";"";""
"19170";"20990";"";"";""
"19174";"20992";"";"";""
"19177";"20993";"";"";""
"19179";"20995";"";"";""
"19181";"20997";"";"";""
"19182";"21001";"";"";""
"19183";"21003";"";"";""
"19184";"21006";"";"";""
"19188";"21007";"";"";""
"19189";"21014";"";"";""
"19190";"21015";"";"";""
"19192";"21016";"";"";""
"19193";"21023";"";"";""
"19194";"21025";"";"";""
"19197";"21027";"";"";""
"19198";"21029";"";"";""
"19199";"21030";"";"";""
"19201";"21035";"";"";""
"19203";"21040";"";"";""
"19204";"21041";"";"";""
"19206";"21042";"";"";""
"19207";"21047";"";"";""
"19209";"21050";"";"";""
"19210";"21051";"";"";""
"19211";"21055";"";"";""
"19212";"21058";"";"";""
"19214";"21060";"";"";""
"19215";"21064";"";"";""
"19216";"21065";"";"";""
"19218";"21067";"";"";""
"19219";"21069";"";"";""
"19220";"21070";"";"";""
"19222";"21072";"";"";""
"19223";"21073";"";"";""
"19225";"21078";"";"";""
"19232";"21080";"";"";""
"19233";"21083";"";"";""
"19236";"21084";"";"";""
"19240";"21085";"";"";""
"19241";"21086";"";"";""
"19245";"21088";"";"";""
"19248";"21089";"";"";""
"19252";"21090";"";"";""
"19254";"21091";"";"";""
"19257";"21092";"";"";""
"19261";"21096";"";"";""
"19266";"21100";"";"";""
"19267";"21102";"";"";""
"19269";"21108";"";"";""
"19270";"21110";"";"";""
"19272";"21111";"";"";""
"19279";"21114";"";"";""
"19282";"21115";"";"";""
"19284";"21116";"";"";""
"19285";"21119";"";"";""
"19288";"21120";"";"";""
"19290";"21121";"";"";""
"19291";"21123";"";"";""
"19292";"21126";"";"";""
"19293";"21127";"";"";""
"19294";"21128";"";"";""
"19301";"21132";"";"";""
"19304";"21133";"";"";""
"19309";"21135";"";"";""
"19312";"21136";"";"";""
"19314";"21141";"";"";""
"19325";"21143";"";"";""
"19328";"21144";"";"";""
"19331";"21145";"";"";""
"19333";"21148";"";"";""
"19334";"21150";"";"";""
"19337";"21151";"";"";""
"19338";"21152";"";"";""
"19341";"21153";"";"";""
"19342";"21155";"";"";""
"19344";"21156";"";"";""
"19346";"21157";"";"";""
"19348";"21162";"";"";""
"19350";"21164";"";"";""
"19351";"21171";"";"";""
"19353";"21172";"";"";""
"19358";"21173";"";"";""
"19359";"21176";"";"";""
"19360";"21177";"";"";""
"19361";"21178";"";"";""
"19363";"21179";"";"";""
"19364";"21181";"";"";""
"19365";"21182";"";"";""
"19366";"21186";"";"";""
"19367";"21188";"";"";""
"19369";"21190";"";"";""
"19370";"21191";"";"";""
"19375";"21192";"";"";""
"19376";"21194";"";"";""
"19377";"21198";"";"";""
"19378";"21199";"";"";""
"19381";"21200";"";"";""
"19382";"21201";"";"";""
"19383";"21203";"";"";""
"19388";"21204";"";"";""
"19389";"21211";"";"";""
"19391";"21212";"";"";""
"19392";"21215";"";"";""
"19393";"21217";"";"";""
"19399";"21219";"";"";""
"19402";"21220";"";"";""
"19404";"21222";"";"";""
"19413";"21223";"";"";""
"19415";"21225";"";"";""
"19416";"21227";"";"";""
"19418";"21229";"";"";""
"19419";"21231";"";"";""
"19421";"21236";"";"";""
"19423";"21237";"";"";""
"19424";"21240";"";"";""
"19425";"21241";"";"";""
"19426";"21243";"";"";""
"19428";"21245";"";"";""
"19429";"21246";"";"";""
"19432";"21251";"";"";""
"19433";"21252";"";"";""
"19435";"21254";"";"";""
"19438";"21257";"";"";""
"19439";"21260";"";"";""
"19441";"21262";"";"";""
"19442";"21263";"";"";""
"19443";"21264";"";"";""
"19446";"21265";"";"";""
"19448";"21268";"";"";""
"19449";"21269";"";"";""
"19450";"21275";"";"";""
"19455";"21277";"";"";""
"19456";"21278";"";"";""
"19457";"21280";"";"";""
"19458";"21286";"";"";""
"19460";"21287";"";"";""
"19462";"21292";"";"";""
"19465";"21293";"";"";""
"19470";"21294";"";"";""
"19474";"21296";"";"";""
"19476";"21297";"";"";""
"19477";"21303";"";"";""
"19482";"21304";"";"";""
"19483";"21305";"";"";""
"19485";"21306";"";"";""
"19487";"21308";"";"";""
"19488";"21309";"";"";""
"19489";"21313";"";"";""
"19490";"21316";"";"";""
"19491";"21322";"";"";""
"19492";"21325";"";"";""
"19493";"21326";"";"";""
"19496";"21327";"";"";""
"19499";"21330";"";"";""
"19500";"21333";"";"";""
"19503";"21336";"";"";""
"19504";"21337";"";"";""
"19505";"21338";"";"";""
"19506";"21341";"";"";""
"19508";"21344";"";"";""
"19509";"21347";"";"";""
"19512";"21348";"";"";""
"19513";"21352";"";"";""
"19515";"21354";"";"";""
"19516";"21356";"";"";""
"19518";"21359";"";"";""
"19519";"21361";"";"";""
"19521";"21362";"";"";""
"19522";"21366";"";"";""
"19523";"21368";"";"";""
"19524";"21370";"";"";""
"19525";"21372";"";"";""
"19526";"21376";"";"";""
"19530";"21379";"";"";""
"19531";"21383";"";"";""
"19533";"21384";"";"";""
"19534";"21386";"";"";""
"19535";"21387";"";"";""
"19539";"21389";"";"";""
"19541";"21390";"";"";""
"19544";"21391";"";"";""
"19546";"21392";"";"";""
"19548";"21393";"";"";""
"19553";"21395";"";"";""
"19554";"21396";"";"";""
"19556";"21401";"";"";""
"19558";"21405";"";"";""
"19559";"21407";"";"";""
"19560";"21410";"";"";""
"19563";"21415";"";"";""
"19564";"21417";"";"";""
"19565";"21418";"";"";""
"19568";"21421";"";"";""
"19573";"21422";"";"";""
"19576";"21430";"";"";""
"19577";"21432";"";"";""
"19578";"21434";"";"";""
"19581";"21437";"";"";""
"19583";"21438";"";"";""
"19584";"21439";"";"";""
"19587";"21441";"";"";""
"19589";"21442";"";"";""
"19591";"21443";"";"";""
"19593";"21446";"";"";""
"19595";"21449";"";"";""
"19596";"21451";"";"";""
"19600";"21452";"";"";""
"19601";"21454";"";"";""
"19604";"21455";"";"";""
"19608";"21459";"";"";""
"19609";"21465";"";"";""
"19611";"21467";"";"";""
"19613";"21468";"";"";""
"19617";"21469";"";"";""
"19618";"21470";"";"";""
"19622";"21471";"";"";""
"19625";"21474";"";"";""
"19626";"21475";"";"";""
"19629";"21476";"";"";""
"19630";"21477";"";"";""
"19631";"21480";"";"";""
"19632";"21481";"";"";""
"19635";"21482";"";"";""
"19639";"21485";"";"";""
"19640";"21490";"";"";""
"19641";"21491";"";"";""
"19642";"21495";"";"";""
"19647";"21497";"";"";""
"19648";"21498";"";"";""
"19649";"21500";"";"";""
"19651";"21502";"";"";""
"19652";"21503";"";"";""
"19653";"21508";"";"";""
"19654";"21509";"";"";""
"19655";"21510";"";"";""
"19659";"21513";"";"";""
"19662";"21517";"";"";""
"19663";"21522";"";"";""
"19665";"21524";"";"";""
"19666";"21528";"";"";""
"19667";"21529";"";"";""
"19668";"21532";"";"";""
"19669";"21537";"";"";""
"19670";"21538";"";"";""
"19677";"21543";"";"";""
"19682";"21549";"";"";""
"19683";"21550";"";"";""
"19686";"21551";"";"";""
"19688";"21555";"";"";""
"19689";"21557";"";"";""
"19690";"21558";"";"";""
"19691";"21559";"";"";""
"19692";"21563";"";"";""
"19693";"21564";"";"";""
"19694";"21565";"";"";""
"19695";"21572";"";"";""
"19701";"21574";"";"";""
"19702";"21576";"";"";""
"19703";"21579";"";"";""
"19704";"21581";"";"";""
"19706";"21583";"";"";""
"19707";"21584";"";"";""
"19710";"21588";"";"";""
"19711";"21592";"";"";""
"19715";"21594";"";"";""
"19718";"21596";"";"";""
"19719";"21598";"";"";""
"19720";"21600";"";"";""
"19721";"21602";"";"";""
"19723";"21603";"";"";""
"19725";"21604";"";"";""
"19726";"21605";"";"";""
"19728";"21607";"";"";""
"19729";"21608";"";"";""
"19730";"21613";"";"";""
"19737";"21617";"";"";""
"19739";"21618";"";"";""
"19742";"21622";"";"";""
"19745";"21626";"";"";""
"19746";"21627";"";"";""
"19750";"21628";"";"";""
"19753";"21629";"";"";""
"19756";"21631";"";"";""
"19758";"21633";"";"";""
"19759";"21637";"";"";""
"19762";"21638";"";"";""
"19764";"21640";"";"";""
"19765";"21643";"";"";""
"19766";"21644";"";"";""
"19767";"21645";"";"";""
"19769";"21648";"";"";""
"19772";"21650";"";"";""
"19777";"21651";"";"";""
"19780";"21652";"";"";""
"19783";"21653";"";"";""
"19785";"21656";"";"";""
"19787";"21657";"";"";""
"19789";"21660";"";"";""
"19792";"21664";"";"";""
"19793";"21665";"";"";""
"19794";"21667";"";"";""
"19798";"21670";"";"";""
"19799";"21675";"";"";""
"19801";"21678";"";"";""
"19802";"21679";"";"";""
"19805";"21684";"";"";""
"19806";"21686";"";"";""
"19807";"21688";"";"";""
"19808";"21689";"";"";""
"19810";"21690";"";"";""
"19811";"21691";"";"";""
"19812";"21696";"";"";""
"19813";"21699";"";"";""
"19814";"21700";"";"";""
"19815";"21702";"";"";""
"19816";"21703";"";"";""
"19819";"21705";"";"";""
"19821";"21706";"";"";""
"19823";"21708";"";"";""
"19824";"21711";"";"";""
"19825";"21712";"";"";""
"19826";"21713";"";"";""
"19827";"21717";"";"";""
"19833";"21719";"";"";""
"19834";"21721";"";"";""
"19835";"21724";"";"";""
"19839";"21726";"";"";""
"19840";"21735";"";"";""
"19844";"21736";"";"";""
"19847";"21737";"";"";""
"19850";"21738";"";"";""
"19854";"21739";"";"";""
"19855";"21742";"";"";""
"19860";"21746";"";"";""
"19864";"21747";"";"";""
"19868";"21750";"";"";""
"19869";"21752";"";"";""
"19870";"21753";"";"";""
"19872";"21755";"";"";""
"19874";"21756";"";"";""
"19878";"21759";"";"";""
"19879";"21763";"";"";""
"19880";"21764";"";"";""
"19883";"21769";"";"";""
"19887";"21770";"";"";""
"19889";"21771";"";"";""
"19890";"21772";"";"";""
"19892";"21773";"";"";""
"19893";"21775";"";"";""
"19896";"21777";"";"";""
"19901";"21780";"";"";""
"19903";"21781";"";"";""
"19905";"21787";"";"";""
"19907";"21791";"";"";""
"19908";"21794";"";"";""
"19911";"21795";"";"";""
"19916";"21797";"";"";""
"19918";"21798";"";"";""
"19919";"21799";"";"";""
"19920";"21800";"";"";""
"19924";"21801";"";"";""
"19925";"21803";"";"";""
"19926";"21805";"";"";""
"19929";"21806";"";"";""
"19931";"21807";"";"";""
"19933";"21808";"";"";""
"19935";"21810";"";"";""
"19936";"21811";"";"";""
"19937";"21812";"";"";""
"19938";"21813";"";"";""
"19940";"21815";"";"";""
"19942";"21816";"";"";""
"19944";"21818";"";"";""
"19948";"21819";"";"";""
"19951";"21821";"";"";""
"19952";"21824";"";"";""
"19953";"21827";"";"";""
"19954";"21829";"";"";""
"19956";"21830";"";"";""
"19957";"21833";"";"";""
"19958";"21838";"";"";""
"19959";"21839";"";"";""
"19961";"21841";"";"";""
"19964";"21844";"";"";""
"19965";"21845";"";"";""
"19966";"21848";"";"";""
"19967";"21850";"";"";""
"19969";"21851";"";"";""
"19976";"21854";"";"";""
"19977";"21855";"";"";""
"19978";"21857";"";"";""
"19980";"21858";"";"";""
"19981";"21860";"";"";""
"19982";"21862";"";"";""
"19983";"21866";"";"";""
"19984";"21868";"";"";""
"19986";"21869";"";"";""
"19991";"21871";"";"";""
"19992";"21874";"";"";""
"19997";"21875";"";"";""
"19998";"21876";"";"";""
"20001";"21878";"";"";""
"20007";"21879";"";"";""
"20009";"21881";"";"";""
"20015";"21883";"";"";""
"20016";"21884";"";"";""
"20017";"21889";"";"";""
"20018";"21893";"";"";""
"20019";"21897";"";"";""
"20020";"21898";"";"";""
"20021";"21899";"";"";""
"20025";"21900";"";"";""
"20028";"21903";"";"";""
"20033";"21908";"";"";""
"20034";"21909";"";"";""
"20035";"21912";"";"";""
"20037";"21920";"";"";""
"20039";"21929";"";"";""
"20040";"21933";"";"";""
"20041";"21934";"";"";""
"20045";"21935";"";"";""
"20046";"21940";"";"";""
"20047";"21941";"";"";""
"20049";"21943";"";"";""
"20053";"21944";"";"";""
"20057";"21947";"";"";""
"20060";"21948";"";"";""
"20061";"21949";"";"";""
"20064";"21950";"";"";""
"20066";"21951";"";"";""
"20067";"21953";"";"";""
"20068";"21954";"";"";""
"20071";"21955";"";"";""
"20074";"21959";"";"";""
"20075";"21960";"";"";""
"20076";"21962";"";"";""
"20077";"21964";"";"";""
"20078";"21968";"";"";""
"20079";"21969";"";"";""
"20082";"21970";"";"";""
"20083";"21972";"";"";""
"20084";"21975";"";"";""
"20085";"21976";"";"";""
"20086";"21977";"";"";""
"20091";"21982";"";"";""
"20093";"21983";"";"";""
"20094";"21984";"";"";""
"20095";"21985";"";"";""
"20097";"21987";"";"";""
"20098";"21988";"";"";""
"20102";"21989";"";"";""
"20103";"21991";"";"";""
"20107";"21992";"";"";""
"20112";"21994";"";"";""
"20119";"21997";"";"";""
"20121";"22000";"";"";""
"20122";"22001";"";"";""
"20123";"22003";"";"";""
"20124";"22004";"";"";""
"20125";"22006";"";"";""
"20126";"22007";"";"";""
"20128";"22009";"";"";""
"20129";"22015";"";"";""
"20131";"22018";"";"";""
"20133";"22021";"";"";""
"20136";"22025";"";"";""
"20140";"22026";"";"";""
"20143";"22029";"";"";""
"20145";"22030";"";"";""
"20148";"22032";"";"";""
"20151";"22033";"";"";""
"20153";"22034";"";"";""
"20155";"22040";"";"";""
"20158";"22041";"";"";""
"20160";"22042";"";"";""
"20161";"22043";"";"";""
"20163";"22044";"";"";""
"20164";"22045";"";"";""
"20166";"22046";"";"";""
"20169";"22048";"";"";""
"20171";"22049";"";"";""
"20172";"22059";"";"";""
"20175";"22060";"";"";""
"20176";"22061";"";"";""
"20182";"22065";"";"";""
"20183";"22066";"";"";""
"20185";"22067";"";"";""
"20195";"22068";"";"";""
"20196";"22069";"";"";""
"20198";"22070";"";"";""
"20199";"22072";"";"";""
"20200";"22073";"";"";""
"20204";"22074";"";"";""
"20207";"22075";"";"";""
"20208";"22077";"";"";""
"20216";"22081";"";"";""
"20218";"22082";"";"";""
"20220";"22083";"";"";""
"20221";"22084";"";"";""
"20224";"22086";"";"";""
"20230";"22089";"";"";""
"20231";"22091";"";"";""
"20232";"22092";"";"";""
"20234";"22094";"";"";""
"20235";"22097";"";"";""
"20236";"22104";"";"";""
"20237";"22113";"";"";""
"20240";"22116";"";"";""
"20242";"22117";"";"";""
"20243";"22120";"";"";""
"20244";"22121";"";"";""
"20245";"22123";"";"";""
"20248";"22124";"";"";""
"20249";"22125";"";"";""
"20250";"22127";"";"";""
"20251";"22128";"";"";""
"20259";"22129";"";"";""
"20261";"22130";"";"";""
"20262";"22132";"";"";""
"20263";"22134";"";"";""
"20269";"22136";"";"";""
"20270";"22137";"";"";""
"20273";"22138";"";"";""
"20274";"22141";"";"";""
"20275";"22142";"";"";""
"20279";"22145";"";"";""
"20282";"22149";"";"";""
"20283";"22151";"";"";""
"20284";"22155";"";"";""
"20287";"22157";"";"";""
"20288";"22161";"";"";""
"20291";"22162";"";"";""
"20292";"22163";"";"";""
"20295";"22165";"";"";""
"20296";"22169";"";"";""
"20300";"22170";"";"";""
"20301";"22171";"";"";""
"20304";"22173";"";"";""
"20306";"22174";"";"";""
"20311";"22175";"";"";""
"20313";"22176";"";"";""
"20314";"22179";"";"";""
"20315";"22181";"";"";""
"20317";"22184";"";"";""
"20319";"22185";"";"";""
"20320";"22186";"";"";""
"20326";"22189";"";"";""
"20328";"22190";"";"";""
"20329";"22192";"";"";""
"20331";"22195";"";"";""
"20333";"22198";"";"";""
"20340";"22200";"";"";""
"20345";"22201";"";"";""
"20346";"22204";"";"";""
"20347";"22206";"";"";""
"20348";"22207";"";"";""
"20349";"22212";"";"";""
"20350";"22213";"";"";""
"20354";"22217";"";"";""
"20355";"22218";"";"";""
"20359";"22221";"";"";""
"20362";"22223";"";"";""
"20364";"22225";"";"";""
"20368";"22228";"";"";""
"20369";"22231";"";"";""
"20373";"22232";"";"";""
"20375";"22233";"";"";""
"20378";"22234";"";"";""
"20381";"22237";"";"";""
"20382";"22240";"";"";""
"20383";"22241";"";"";""
"20384";"22242";"";"";""
"20387";"22243";"";"";""
"20389";"22247";"";"";""
"20390";"22248";"";"";""
"20395";"22252";"";"";""
"20398";"22254";"";"";""
"20402";"22255";"";"";""
"20407";"22256";"";"";""
"20408";"22257";"";"";""
"20412";"22261";"";"";""
"20415";"22263";"";"";""
"20416";"22264";"";"";""
"20420";"22265";"";"";""
"20421";"22266";"";"";""
"20422";"22269";"";"";""
"20424";"22273";"";"";""
"20427";"22275";"";"";""
"20430";"22276";"";"";""
"20431";"22280";"";"";""
"20432";"22283";"";"";""
"20436";"22284";"";"";""
"20437";"22285";"";"";""
"20439";"22287";"";"";""
"20440";"22291";"";"";""
"20443";"22292";"";"";""
"20444";"22293";"";"";""
"20445";"22296";"";"";""
"20446";"22297";"";"";""
"20447";"22298";"";"";""
"20450";"22303";"";"";""
"20451";"22304";"";"";""
"20452";"22305";"";"";""
"20455";"22310";"";"";""
"20458";"22313";"";"";""
"20462";"22314";"";"";""
"20465";"22319";"";"";""
"20467";"22320";"";"";""
"20468";"22321";"";"";""
"20469";"22325";"";"";""
"20470";"22326";"";"";""
"20471";"22329";"";"";""
"20473";"22330";"";"";""
"20474";"22333";"";"";""
"20475";"22335";"";"";""
"20476";"22340";"";"";""
"20477";"22342";"";"";""
"20479";"22343";"";"";""
"20480";"22344";"";"";""
"20488";"22345";"";"";""
"20490";"22347";"";"";""
"20496";"22349";"";"";""
"20500";"22350";"";"";""
"20503";"22354";"";"";""
"20506";"22356";"";"";""
"20507";"22365";"";"";""
"20510";"22366";"";"";""
"20511";"22371";"";"";""
"20513";"22375";"";"";""
"20514";"22376";"";"";""
"20524";"22377";"";"";""
"20526";"22378";"";"";""
"20532";"22379";"";"";""
"20533";"22380";"";"";""
"20540";"22385";"";"";""
"20542";"22386";"";"";""
"20544";"22387";"";"";""
"20545";"22388";"";"";""
"20548";"22389";"";"";""
"20549";"22390";"";"";""
"20553";"22392";"";"";""
"20555";"22393";"";"";""
"20557";"22395";"";"";""
"20560";"22398";"";"";""
"20561";"22402";"";"";""
"20563";"22404";"";"";""
"20565";"22405";"";"";""
"20566";"22409";"";"";""
"20567";"22415";"";"";""
"20568";"22417";"";"";""
"20569";"22419";"";"";""
"20571";"22421";"";"";""
"20573";"22427";"";"";""
"20575";"22428";"";"";""
"20578";"22430";"";"";""
"20581";"22436";"";"";""
"20585";"22437";"";"";""
"20588";"22441";"";"";""
"20590";"22442";"";"";""
"20592";"22443";"";"";""
"20593";"22445";"";"";""
"20599";"22449";"";"";""
"20600";"22450";"";"";""
"20601";"22453";"";"";""
"20604";"22457";"";"";""
"20607";"22459";"";"";""
"20609";"22463";"";"";""
"20613";"22465";"";"";""
"20614";"22466";"";"";""
"20615";"22467";"";"";""
"20616";"22469";"";"";""
"20621";"22472";"";"";""
"20622";"22474";"";"";""
"20623";"22476";"";"";""
"20624";"22477";"";"";""
"20625";"22478";"";"";""
"20626";"22479";"";"";""
"20627";"22480";"";"";""
"20629";"22484";"";"";""
"20631";"22488";"";"";""
"20634";"22491";"";"";""
"20635";"22495";"";"";""
"20640";"22496";"";"";""
"20643";"22497";"";"";""
"20645";"22500";"";"";""
"20647";"22501";"";"";""
"20649";"22502";"";"";""
"20650";"22503";"";"";""
"20651";"22510";"";"";""
"20654";"22512";"";"";""
"20656";"22513";"";"";""
"20662";"22514";"";"";""
"20666";"22522";"";"";""
"20667";"22524";"";"";""
"20668";"22528";"";"";""
"20671";"22532";"";"";""
"20674";"22533";"";"";""
"20675";"22535";"";"";""
"20677";"22536";"";"";""
"20679";"22537";"";"";""
"20680";"22538";"";"";""
"20681";"22541";"";"";""
"20683";"22542";"";"";""
"20685";"22543";"";"";""
"20687";"22545";"";"";""
"20689";"22547";"";"";""
"20690";"22549";"";"";""
"20691";"22551";"";"";""
"20693";"22559";"";"";""
"20695";"22560";"";"";""
"20696";"22561";"";"";""
"20702";"22565";"";"";""
"20703";"22566";"";"";""
"20705";"22567";"";"";""
"20706";"22569";"";"";""
"20711";"22570";"";"";""
"20712";"22571";"";"";""
"20716";"22574";"";"";""
"20723";"22579";"";"";""
"20725";"22581";"";"";""
"20727";"22582";"";"";""
"20728";"22583";"";"";""
"20729";"22586";"";"";""
"20730";"22591";"";"";""
"20731";"22592";"";"";""
"20733";"22593";"";"";""
"20735";"22594";"";"";""
"20737";"22595";"";"";""
"20740";"22597";"";"";""
"20741";"22599";"";"";""
"20743";"22600";"";"";""
"20745";"22603";"";"";""
